Date,ID,Url,Username,Source_Location,Location,Tweets,Number_of_Likes,Number_of_Followers,Number_of_Retweets
2022-10-02 16:39:28+00:00,1.57661E+18,https://twitter.com/GuardianNigeria/status/1576612843214049280,GuardianNigeria,Echobox,Nigeria,Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor | The Guardian Nigeria News - Nigeria and World News https://t.co/OFB13jDfCJ,20,2558069,3
2022-10-02 16:38:51+00:00,1.57661E+18,https://twitter.com/Theopenletterng/status/1576612688700272640,Theopenletterng,Twitter for iPhone,Nigeria,"An Independence Day Special! 

‘It’s two years and the sixth decade since the Union Jack was lowered and the Green/White/Green was hoisted – ushering in the Independent Nigeria. What has it been so far? How have we fared as a people?…’

Read more👇

https://t.co/Sa4nbFe3fF",3,17,1
2022-10-02 16:37:30+00:00,1.57661E+18,https://twitter.com/FredVince1/status/1576612347019284480,FredVince1,Twitter for Android,Nigeria,"@fkeyamo @officialABAT NBA Conference, Tinubu was in Britain 
Peace Accord signing, Tinubu was in Britain
Campaign kickoff Tinubu was in Britain
Independence Day, Tinubu is in Britain 

Can Nigeria be independent from Britain if we elect a leader that is dependent on Britain? 

#TableShaker",0,43,0
2022-10-02 16:36:26+00:00,1.57661E+18,https://twitter.com/hopegeo66953332/status/1576612078055723009,hopegeo66953332,Twitter for Android,"Delta, Nigeria","Earlier today, I was a guest at Radio Delta 88.6 Warri, speaking on the 62nd Independence of Nigeria.

Wish way forward https://t.co/VPLKrz42xN",0,41,0
2022-10-02 16:36:14+00:00,1.57661E+18,https://twitter.com/MOrumade/status/1576612029817028608,MOrumade,Twitter for Android,,Happy independence day my country Nigeria 🇳🇬 🦁🦁🦁 https://t.co/2MTghisJLk,0,6,0
2022-10-02 16:35:59+00:00,1.57661E+18,https://twitter.com/agujudithbetty2/status/1576611968026218496,agujudithbetty2,Twitter for Android,,"Today marks the 62nd Independence Anniversary of our dear country. On this day in 1960, the shackles of colonialism were broken and cast aside, and Nigeria joined the league of independent countries, the largest sovereign black power on the earth.

1/4",0,15,0
2022-10-02 16:35:57+00:00,1.57661E+18,https://twitter.com/allymedia2/status/1576611959738601472,allymedia2,Twitter for Android,"Abuja, Nigeria","Independence Day Address by Muhammadu Buhari, President and Commander-In-Chief of the Armed Forces, Federal Republic of Nigeria Delivered on the Occasion of Nigeria’s Independence Anniversary Celebration on 1st October, 2022 https://t.co/f3KocOP5Mt via @VIEWFINDER NEWS",0,56,0
2022-10-02 16:35:00+00:00,1.57661E+18,https://twitter.com/Abdulazeez57437/status/1576611718041849858,Abdulazeez57437,Twitter for Android,,"@abbalala3 @atiku By God grace, Ahmed Tinubu, will address Nigerians in next year Independence day celebration as President federal Republic of Nigeria under APC govt.",0,21,0
2022-10-02 16:34:57+00:00,1.57661E+18,https://twitter.com/OlotoAwujiNews/status/1576611707987689472,OlotoAwujiNews,Twitter for Android,"Federal Capital Territory, Nig","New York City Mayor, Eric Adams, has joined Nigerians from all walks of life to celebrate the 62nd independence anniversary of their homeland.| Oloto Awuji News Nigeria https://t.co/dDtkZwFXtf",1,196,0
2022-10-02 16:34:23+00:00,1.57661E+18,https://twitter.com/JustAbolore1/status/1576611562004963329,JustAbolore1,Twitter for Android,🇳🇬 🗺 ,People that really celebrate Nigeria Independence are those Abroad what happen to people in Nigeria? Una no dey Rush,0,356,0
2022-10-02 16:34:12+00:00,1.57661E+18,https://twitter.com/E4two1/status/1576611517466042368,E4two1,Twitter for Android,Nigeria ,"Yesterday there was traffic in Nigeria and online. You are looking at one video another video is showing you I'm better than the first. OBIDIENTS una do this one.  You made history. You change Nigeria. Peter Obi is our president
INEC let God use you. Happy independence 9ja https://t.co/N1Wna9qi1P",1,892,0
2022-10-02 16:33:57+00:00,1.57661E+18,https://twitter.com/kmn_n1/status/1576611453066301441,kmn_n1,Twitter for Android,,"@PeterObi Happy independence to Nigeria 🇳🇬 

God bless you 🙏🏾 https://t.co/imDoWGA3Gz",0,2,0
2022-10-02 16:33:12+00:00,1.57661E+18,https://twitter.com/HODLyourPi/status/1576611264297517056,HODLyourPi,Twitter for Android,,"⚡ Happy Independence Day to all our Pi Network Pioneers from NIGERIA! 🙋🇳🇬🙋‍♀️

❤️❤️❤️ https://t.co/ksfVzdgtQL",76,11599,15
2022-10-02 16:32:34+00:00,1.57661E+18,https://twitter.com/fivaces/status/1576611108613677056,fivaces,Twitter for Android,Nigeria,"Tribute to our #fallenheroes 

#endsarsbrutality #onenigeria #NigeriaIndependence https://t.co/fLzWroiVfI",1,66,1
2022-10-02 16:32:24+00:00,1.57661E+18,https://twitter.com/IssaJekpo/status/1576611066465112065,IssaJekpo,Twitter for iPhone,"On The Rise, Graceland ☀️","For Nigeria Independence Day, I am so proud to be a part of this beautiful culture 🇳🇬❤️ One Love, One People, We Are Nigeria!

THE SONG ALL NIGERIANS SHOULD HEAR (We Are Nigerians) - Princess Anath https://t.co/TwL54ciL1T via @YouTube",3,335,1
2022-10-02 16:32:15+00:00,1.57661E+18,https://twitter.com/Masterm04010165/status/1576611028216922112,Masterm04010165,Twitter for Android,,"@OnyiiKaluUmex As always, standing thousands of miles away wishing happy independence. Of course living in Nigeria is out of the question for him. 

Talk about fake love.",2,340,2
2022-10-02 16:32:07+00:00,1.57661E+18,https://twitter.com/YekinniDauda/status/1576610992959520769,YekinniDauda,Twitter for Android,,@StFreakingKezy You are right my brother. Even all the post I made about independence did not get like from my fb friend.some told me Nigeria does not worth celebrating.God bless Nigeria,0,175,0
2022-10-02 16:31:53+00:00,1.57661E+18,https://twitter.com/OnebasketNg/status/1576610935577288704,OnebasketNg,Twitter for iPhone,"30a Bashiru Shittu, Magodo 2","And, indeed October started with a bang! Couldn’t imagine a better set of people to spend it with ☺️

Happy independence Nigeria 💪🏽 https://t.co/6vEIBXWjPM",1,47,3
2022-10-02 16:31:41+00:00,1.57661E+18,https://twitter.com/HeisPATrick10/status/1576610884910075905,HeisPATrick10,Twitter for Android,"Uyo, Nigeria","@TheMalikSZN October 1st Nigeria@ 62 Independence
October 2nd Man u @ 6-3 lndePAINdence https://t.co/CYIUeSNsGx",0,17,0
2022-10-02 16:29:59+00:00,1.57661E+18,https://twitter.com/michael_osai/status/1576610454822039552,michael_osai,Twitter for Android,"Lagos, Nigeria",@NigeriaNewsdesk happy Independence Day happy independence day of Nigeria which Nigeria happy independence day the Lord bless Nigeria so much in Jesus name amen,0,1,0
2022-10-02 16:29:51+00:00,1.57661E+18,https://twitter.com/Blueprint_ng/status/1576610424602124289,Blueprint_ng,WordPress.com,Nigeria,Independence: Don’t relent in prayers for Nigeria – CAN tasks citizens https://t.co/JNLdINlnle,0,8900,0
2022-10-02 16:27:50+00:00,1.57661E+18,https://twitter.com/ObinnaChukwukad/status/1576609914558230528,ObinnaChukwukad,Twitter for Android,Nigeria,"If you don't get it, forget about it!

Happy Independence Nigeria! 

💚🤍💚 https://t.co/A9DoBFxsVp",0,669,0
2022-10-02 16:27:43+00:00,1.57661E+18,https://twitter.com/sigbekz/status/1576609887815340033,sigbekz,Twitter for Android,,"Happy Independence Day To Our Dear Country, Nigeria
We have the opportunity to change the path of the country come 2023.
Chatmogul is doing her best to reduce poverty and create an extra or even main source of income for many. Tap on the link below
https://t.co/JM9jOQITJQ https://t.co/QjNriO1nFS",0,2,0
2022-10-02 16:26:45+00:00,1.57661E+18,https://twitter.com/kwetunng/status/1576609641433567232,kwetunng,Twitter for Android,"Abuja, Nigeria","Let your spirit fly high with the Nigerian 🇳🇬 flag today, represent the nation in it colours🇳🇬, with this White 3 piece cashmere Agbada finished with green hand design embroidery.

Happy Independence Day Nigeria 🇳🇬

#agbada #bespoke #fashion #bbnaija  #kaftan #style #menoutfit https://t.co/NGBtJglcff",0,29,0
2022-10-02 16:26:17+00:00,1.57661E+18,https://twitter.com/PulseNigeria247/status/1576609523883655169,PulseNigeria247,Twitter Web App,,"Independence: Nigerians set New York aglow with parade, carnival

#PulseNews 
https://t.co/6vdRImns8f",33,854275,8
2022-10-02 16:26:08+00:00,1.57661E+18,https://twitter.com/AllRoundNewsNG/status/1576609488571965440,AllRoundNewsNG,IFTTT,Nigeria,"PremiumTimesng: Judicial independence 62 years after Nigeria’s independence, By Chidi Anselm Odinkalu https://t.co/K3K7WaGBKB via @PremiumTimesNG",0,436,0
2022-10-02 16:24:16+00:00,1.57661E+18,https://twitter.com/Royalty_onb/status/1576609017031712769,Royalty_onb,Twitter for Android,🇯🇲🇳🇬,"What if OBI worst pass BUHARI ?
What if Atiku worst pass BUHARI?
What if Tinubu worst pass BUHARI?

Make una reason am🤔

#NigeriaIndependence 
#NigeriaDecides2023 
#NigeriaIndependenceDay",0,1166,0
2022-10-02 16:23:50+00:00,1.57661E+18,https://twitter.com/Rexxie_dml/status/1576608906964398080,Rexxie_dml,Twitter for iPhone,Meterverse ,"@cz_binance @BinanceAfrica @INUStoken is celebrating Nigeria’s independence 

https://t.co/mPfzCHktQd",11,1286,6
2022-10-02 16:22:40+00:00,1.57661E+18,https://twitter.com/AjogiEsther/status/1576608616765075457,AjogiEsther,Twitter for Android,"Lagos, Nigeria",Happy Independence Nigeria🇳🇬 https://t.co/93BEhe4LIm,2,44,0
2022-10-02 16:20:09+00:00,1.57661E+18,https://twitter.com/MartechResource/status/1576607980883415042,MartechResource,Twitter Web App,408 Ikwerre Road By Mile 5 PHC,"Happy Independence to Nigeria @62 
from martech Resource",0,2,0
2022-10-02 16:19:46+00:00,1.57661E+18,https://twitter.com/favoured212/status/1576607886817595393,favoured212,Twitter for iPhone,"Lagos,Nigeria",#Nigeria@62 #Nigerian Youths turn Independence Day to #Match for good go... https://t.co/WibvPiQss8 via @YouTube pls subscribe to my Channel 🙏,1,1018,0
2022-10-02 16:18:37+00:00,1.57661E+18,https://twitter.com/Dis_Naija/status/1576607596873752577,Dis_Naija,SocialManagerr,,Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor  https://t.co/6nOsyJN9lF,0,13610,0
2022-10-02 16:18:14+00:00,1.57661E+18,https://twitter.com/TryNaija/status/1576607498970271746,TryNaija,WordPress.com,lagos ,"Independence: Ekiti Residents Express Mixed Reactions – Nigeria News October 1, 2022 – NNN NEWS NIGERIA https://t.co/vtAXqbWX9s",0,836,0
2022-10-02 16:18:06+00:00,1.57661E+18,https://twitter.com/Dis_Naija/status/1576607465948565507,Dis_Naija,SocialManagerr,,"Judicial independence 62 years after Nigeria’s independence, By Chidi Anselm Odinkalu  https://t.co/aXwGoAlsdG",0,13610,0
2022-10-02 16:17:31+00:00,1.57661E+18,https://twitter.com/ShopObeezi/status/1576607319126843396,ShopObeezi,Instagram,Nigeria,Happy Independence Day!!! Nationwide Delivery 🚚 @ Nigeria https://t.co/a7JDRx4QVq,0,5273,0
2022-10-02 16:16:33+00:00,1.57661E+18,https://twitter.com/Maria07561883/status/1576607076780052481,Maria07561883,WordPress.com,,"Judicial independence 62 years after Nigeria’s independence, By Chidi Anselm Odinkalu https://t.co/hAyU9krEJ4",0,8,0
2022-10-02 16:14:59+00:00,1.57661E+18,https://twitter.com/princeelfati/status/1576606681907490816,princeelfati,Twitter Web App,West Africa,"@Rahma_sadau Happy independence day aunty @Rahma_sadau 🇳🇬🎖 God bless Nigeria.
#Princeelfati_books",0,131,0
2022-10-02 16:14:51+00:00,1.57661E+18,https://twitter.com/lukemonowolabi/status/1576606648314961922,lukemonowolabi,Twitter for Android,"Lagos, Nigeria","@THISDAYLIVE @THISDAYDEAD reports that ""Borno Holds First Independence Parade after 12 Years The Borno State government marked the 62nd Independence Anniversary of Nigeria yesterday with a parade, the first in 12 years since the Boko Haram insurgency""",0,4423,0
2022-10-02 16:14:11+00:00,1.57661E+18,https://twitter.com/nsmupdate/status/1576606479024816128,nsmupdate,dlvr.it,,"Judicial independence 62 years after Nigeria’s independence, By Chidi Anselm Odinkalu #NSEUPDATE",0,58,0
2022-10-02 16:13:47+00:00,1.57661E+18,https://twitter.com/ked_news/status/1576606377740537875,ked_news,WordPress.com,Nigeria,"Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor, Adams https://t.co/V33TH7QtRT",0,1,0
2022-10-02 16:13:46+00:00,1.57661E+18,https://twitter.com/the_sir_josh/status/1576606373906890759,the_sir_josh,WordPress.com,Obafemi Awolowo university ,"Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor, Adams https://t.co/PgpRBuawT2",0,81,0
2022-10-02 16:11:12+00:00,1.57661E+18,https://twitter.com/KelvinChux2/status/1576605727526981632,KelvinChux2,Twitter for Android,,"10 People tweeting in a room gave #Nigeria d best independence anniversary gift yesterday.
Seems d ""#Prayer 4 #Nigeria Nigeria in Distress"" that #Nigerians in this country have been offering since I was a youth has started receiving God's attention.
#EndSARS #Sorosoke @NgLabour https://t.co/U4SRd232Sq",6,14,2
2022-10-02 16:09:25+00:00,1.57661E+18,https://twitter.com/NAT_ACCORD/status/1576605282670678017,NAT_ACCORD,WordPress.com,,"Independence: ‘No one celebrates life like Nigeria’, New York City Mayor https://t.co/OD8wg39Q5W",0,649,0
2022-10-02 16:08:46+00:00,1.57661E+18,https://twitter.com/AkitiSimon1/status/1576605117687611393,AkitiSimon1,Twitter for Android,,"Happy 62nd Independence anniversary, to my fatherland FEDERAL REPUBLIC OF NIGERIA even in her weaknesses. https://t.co/qNu5UgUbY6",1,10,0
2022-10-02 16:08:41+00:00,1.57661E+18,https://twitter.com/Cloudninefairm1/status/1576605096686718976,Cloudninefairm1,Twitter for Android,Lagos Nigeria ,"Independence isn't just freedom. 
It's recreation. And it begins with you and I.
Happy Independence Nigeria! 
-C9fm https://t.co/7dnLe5N9Qm",0,145,0
2022-10-02 16:08:35+00:00,1.57661E+18,https://twitter.com/Youngeevibez/status/1576605071491506178,Youngeevibez,Twitter for Android,,"@bod_republic happy independence day 🕊️
Nigeria yi tigbogbo Wani
Koma gbodo baje
All of us gather day here 
😂We die here",0,1,0
2022-10-02 16:07:29+00:00,1.5766E+18,https://twitter.com/alsaihaticenter/status/1576604793107550209,alsaihaticenter,Twitter for Android,"London, England",Happy Independence Day Nigeria! #Nigeria #Nigerian #Naija #Nigeriansinlondon #nigerianindependence #happyindependeceday @Nigeria @NigeriaGov @NigeriaNewsdesk @CoolFMNigeria @NigeriainfoFM @NGSuperEagles @NGRPresident @GuardianNigeria https://t.co/76Qrz0KNVF,0,54,0
2022-10-02 16:07:23+00:00,1.5766E+18,https://twitter.com/PremiumTimesng/status/1576604769044635656,PremiumTimesng,Premium Times Main,"Abuja, Nigeria","Judicial independence 62 years after Nigeria’s independence, By Chidi Anselm Odinkalu https://t.co/UOZVpwglxS",46,1982641,12
2022-10-02 16:07:06+00:00,1.5766E+18,https://twitter.com/LegalDeskNgeria/status/1576604696269185030,LegalDeskNgeria,WordPress.com,,62 Independence Celebration Calls For Reflection And Soul-Searching For Nigeria’s Future — Afam Osigwe SAN https://t.co/5dgjRyooy0,0,107,0
2022-10-02 16:06:51+00:00,1.5766E+18,https://twitter.com/ESukanebari/status/1576604632909983745,ESukanebari,Twitter for Android,,"You can't fix rally on Nigerian Independence Day and you tell me again that you want to be president of Nigeria, #rebel",0,8,0
2022-10-02 16:04:43+00:00,1.5766E+18,https://twitter.com/notice_com_ng/status/1576604098685800450,notice_com_ng,notice.com.ng,"Lagos, Nigeria","‘No one celebrates life like Nigeria' – New York City Mayor, Adams - Independence - https://t.co/qlwJibV2T1 #News  #Adams #independence #NewYorkCityMayor #BBnaija #Messi #Wizkid #Davido",0,4039,0
2022-10-02 16:04:20+00:00,1.5766E+18,https://twitter.com/aaanyaehie/status/1576604002019516416,aaanyaehie,Twitter for Android,Nigeria,"1/10/2022
PHOTOS: INDEPENDENCE DAY - IMO STATE CELEBRATES NIGERIA AT 62!
https://t.co/6FZUrWBU6L https://t.co/Va2n4DXgOQ",2,423,1
2022-10-02 16:03:43+00:00,1.5766E+18,https://twitter.com/mizta_pita/status/1576603845026889730,mizta_pita,Instagram,"Lagos, Nigeria",Happy Independence Day Nigeria. God bless the Nigerian Army. #airborne #airforce #fighterpilot #fighterjets https://t.co/COJZO94D0b,0,57,0
2022-10-02 16:02:49+00:00,1.5766E+18,https://twitter.com/IkengaEzike_Oba/status/1576603620702724096,IkengaEzike_Oba,Twitter for Android,"Onitsha, Nigeria","Nigeria celebrated 62 years of being independence, man u still chop 6-2😂😂😂😂😂. 2022, PTSD for Nigerian man u fans.",1,846,0
2022-10-02 16:02:46+00:00,1.5766E+18,https://twitter.com/fmaviationng/status/1576603607486472192,fmaviationng,Twitter for Android,"Abuja, Nigeria","Hon.Minister and Permanent Secretary Aviation at  the Independence Anniversary reception hosted by the Nigerian Mission office at ICAO in Montreal, Canada
#AviationNG https://t.co/xut1WRUGCp",15,42999,6
2022-10-02 16:02:36+00:00,1.5766E+18,https://twitter.com/Ifnot4christ/status/1576603567359938561,Ifnot4christ,Twitter for Android,"Abeokuta,Nigeria",@SireRICHIE Tell them that their strived labour which made Nigeria gain her Independence is now in vain.,0,603,0
2022-10-02 16:01:55+00:00,1.5766E+18,https://twitter.com/MizayoIsaiah/status/1576603392788426752,MizayoIsaiah,Twitter for Android,Nigeria🇳🇬,His family in USA blamed him for allowing his love for Nigeria to lead him to an early grave. His family refused to bury him in Nigeria. They flew his body back to America and buried him on Independence day as a reminder that Nigeria is a killer of those who love her.,0,1463,0
2022-10-02 16:01:34+00:00,1.5766E+18,https://twitter.com/Emjyke/status/1576603304485797889,Emjyke,Twitter for iPhone,,"The time to büry Nigêria finally is fast approaching. 

The terrør times of the Fulani in BiafraLand is about to be extinguished &amp; we shall see them no more in the nearest future.

Biafra Restoration is inevitable! We Must hoist independence Flag 👇🏼👇🏼soonest! 

#BiafraReferendum https://t.co/qclqHFdzsy",44,630,43
2022-10-02 16:00:26+00:00,1.5766E+18,https://twitter.com/ThisisBoomjay/status/1576603020078776320,ThisisBoomjay,Twitter for Android,USA,"https://t.co/jxtiYL7dka 
#PeterObiForPresident2023 #PeterObi4President #weareobidient
#boomjaybeats #NigeriaIndependence",1,290,0
2022-10-02 16:00:11+00:00,1.5766E+18,https://twitter.com/atlcouncil/status/1576602956639899649,atlcouncil,Twitter Web App,"Atlanta, Georgia","Arise, O Compatriots!

Council President @DougShipmanATL presented the Consulate General of Nigeria with a proclamation to recognize 62 years of Nigeria's independence. 

🇺🇸 🇳🇬 #NigerianIndependenceDay #NigeriaAt62  
@ngcatlanta @smaila_amira @Nigeria 
 
📸https://t.co/eyrUzI6X2E https://t.co/Sa5JK85bUD",8,27334,3
2022-10-02 16:00:04+00:00,1.5766E+18,https://twitter.com/closefeed_bot/status/1576602926415478799,closefeed_bot,closefeed bot,Nigeria,"we have been separated, we’re here today to say we’ll be united forever and never ripped apart from each other again.” Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor, Adams",0,28,0
2022-10-02 16:00:02+00:00,1.5766E+18,https://twitter.com/closefeed_bot/status/1576602918119145473,closefeed_bot,closefeed bot,Nigeria,"Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor, Adams",0,28,0
2022-10-02 15:58:27+00:00,1.5766E+18,https://twitter.com/aaanyaehie/status/1576602522264866816,aaanyaehie,Twitter for Android,Nigeria,"1/10/2022
VIDEO: NIGERIA'S 62ND INDEPENDENCE DAY CELEBRATION PARADE AT NDUBUISI KANU SQUARE OWERRI
Cc: @NigeriaGov @Hope_Uzodimma1 @Chioma_Uzodimma @GovtOfImoState 
@mr_okokobioko
https://t.co/xQow2VhvQZ https://t.co/i33U8BCk6u",0,423,0
2022-10-02 15:55:47+00:00,1.5766E+18,https://twitter.com/Explore_FUO_TV/status/1576601849162891270,Explore_FUO_TV,Twitter for Android,"Bayelsa, Nigeria","By this time Next year, Nigeria would be 6-3 years old.

This post is not about Independence 😂",3,412,1
2022-10-02 15:55:29+00:00,1.5766E+18,https://twitter.com/FrankTalkNow1/status/1576601772751491073,FrankTalkNow1,Twitter for iPhone,"Lagos, Nigeria","Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor, Adams 

 https://t.co/y0AvfNJwkv",0,334,0
2022-10-02 15:55:23+00:00,1.5766E+18,https://twitter.com/ezele_christian/status/1576601751213731840,ezele_christian,Twitter for Android,"Warri, Nigeria",Happy independence. We pray for God's intervention in Nigeria. https://t.co/YKxSKWFw21,1,52,0
2022-10-02 15:55:00+00:00,1.5766E+18,https://twitter.com/Benvictor34/status/1576601653956210690,Benvictor34,Twitter for iPhone,Space,"$INUS JOINS NIGERIANS IN INDEPENDENCE DAY CELEBRATION 

MultiPlanetary $INUS @INUStoken is the first-ever MMORPG token unifying the top meme coin communities.

#NigeriaAt62 #NigeriaIndependence #crypto #Floki #Africa #Ethereum https://t.co/konT6jH8Ux",34,102,22
2022-10-02 15:54:27+00:00,1.5766E+18,https://twitter.com/Tobi_Shy/status/1576601513199562754,Tobi_Shy,Twitter for Android,,"Happy Independence Day, Nigeria.

#62independence
#happyindependenceday 
#NigeriaAt62 https://t.co/TLQPS7EDT9",0,8,0
2022-10-02 15:54:14+00:00,1.5766E+18,https://twitter.com/NigeriaAirways/status/1576601461471207424,NigeriaAirways,Twitter for Android,,"Together we fly higher ✈️!
Happy Independence Day Nigeria🇳🇬 #NigeriaAt62💎🇳🇬✈️#NigeriaAirways #Skypower https://t.co/k2kq21vrAX",4,3938,1
2022-10-02 15:52:40+00:00,1.5766E+18,https://twitter.com/Victorg86995026/status/1576601065390153728,Victorg86995026,Twitter for Android,,Happy Independence Day Nigeria! https://t.co/ePCELXROtA,2,158,0
2022-10-02 15:52:07+00:00,1.5766E+18,https://twitter.com/HappyHe10069281/status/1576600925535318017,HappyHe10069281,Twitter for Android,Heaven ,"@GoziconC Get Ready for Peter Obi Nigeria's Independence day Celebration next year. 

I'll Personally remind you on that day.",0,869,0
2022-10-02 15:51:21+00:00,1.5766E+18,https://twitter.com/SulikoleniS/status/1576600736158269440,SulikoleniS,Twitter for iPhone,"Iwo, Nigeria","At least surviving in this country(Nigeria) is also a celebration
Forget Independence and celebrate your survival😊😊",0,3,0
2022-10-02 15:49:34+00:00,1.5766E+18,https://twitter.com/LadyOMary1/status/1576600284893130754,LadyOMary1,Twitter for iPhone,"Lagos, Nigeria","#MaryAlimi is on your Radio! 

#TalkToMaryAlimi: 
It's October 1, 1960, and you're witnessing Nigeria's independence ceremony live and direct... 
What would you be looking out for? 
Would you be an onlooker or a partaken in the activities? Why? 
(Still celebrating Nigeria… https://t.co/c8jIW2F9oS",11,117,3
2022-10-02 15:49:22+00:00,1.5766E+18,https://twitter.com/oyekolaridwan91/status/1576600235010203648,oyekolaridwan91,Twitter for Android,,Congratulations to me today in Japan that is my independence gift for all Nigeria all over the world 🌎@oyekolaridwan91 https://t.co/dJsIAACwET,15,24,1
2022-10-02 15:48:21+00:00,1.5766E+18,https://twitter.com/abagaway/status/1576599978608586752,abagaway,Twitter for Android,"Federal Capital Territory, Nig",Some Grandpa In 1960 when others were Busy Grabbing Lands😢😭🤔 #NigeriaIndependence https://t.co/LWpNxEswEN,1,66,0
2022-10-02 15:47:53+00:00,1.5766E+18,https://twitter.com/Nocodebuzzafri1/status/1576599860752842752,Nocodebuzzafri1,Twitter for iPhone,Lagos Nigeria,"Welcome To Quarter Four!
It's also Nigeria’s birth month! 
We wonder why we celebrate independence
in a country developing at a snail's pace, but Nigerians are funny and smart. This much, you should be
thankful for and celebrate.
What's your favourite thing about being Nigerian?",2,6,0
2022-10-02 15:46:39+00:00,1.5766E+18,https://twitter.com/FahadLongman/status/1576599549291790337,FahadLongman,Twitter for iPhone,Nigeria,"Yesterday, I celebrated Independence Day with our visionary, His Excellency, Mallam Nasir El-Rufai @elrufai. During the session that lasted for about 6 hours, Mallam took us through the history of Nigeria.

Certainly, Mallam is undoubtedly a reservoir of knowledge! https://t.co/clnwyd8WpO",16,5505,0
2022-10-02 15:43:50+00:00,1.5766E+18,https://twitter.com/TemidayoOlawole/status/1576598843344371712,TemidayoOlawole,Twitter for Android,,"@drdebodun @Afomyde009 @SuleymanSule247 @Damilare__O Very few of them even wished our nation happy Independence yesterday.

They do not believe in Nigeria.
They are only interested in having their man Friday in power as a placeholder for their original agitations.

They will fail.

Nigeria will overcome them.",8,1379,2
2022-10-02 15:42:49+00:00,1.5766E+18,https://twitter.com/JinaduMoshood/status/1576598588037033984,JinaduMoshood,Twitter for Android,The planet called Pluto,"Now I strongly believe that Peter Obi was part of those who hijacked Endsars to cause anarchy.

If not, why would a group of people hijack Nigeria's Independence Day for a political rally? 
Why insist on Lekki Toll gate? 

Treasonous!
Something just doesn't add up here.",0,231,0
2022-10-02 15:42:48+00:00,1.5766E+18,https://twitter.com/unusualnelly/status/1576598580596391936,unusualnelly,Twitter Web App,Lagos Nigeria,"Independence Special Outfits you need to check out Edition Nigeria@62 #b... https://t.co/SXAexAlbJn via @YouTube #PhynaOurWinner #JamesonConnectsNG #BEAUTY TUKURA
#BellaOkagbue𓃵 Ilebaye #BryannOurWinner",0,4,0
2022-10-02 15:42:46+00:00,1.5766E+18,https://twitter.com/lolaaneke/status/1576598575986900992,lolaaneke,Instagram,Abuja,"Reposted from @cacademyng We celebrated Nigeria's 62nd Independence Day at @cacademyng on Friday, making beautiful maps of Nigeria. Happy Independence Day Celebration from all of us at The C.A.D.E.T. Academy!🇳🇬🙏🏽🎈🎉 https://t.co/l8nanJRWDa",0,287,0
2022-10-02 15:42:27+00:00,1.5766E+18,https://twitter.com/Ultimate_Quincy/status/1576598496190160896,Ultimate_Quincy,Twitter for Android,Vawulence HQ,"@AbdielBass_07 @frankedoho Happy independence day 

Nigeria at 62
Man U at 6:3
Is God not wonderful 😂😂",0,2580,0
2022-10-02 15:41:23+00:00,1.5766E+18,https://twitter.com/jaymoses/status/1576598227545006081,jaymoses,Twitter for Android,"Abuja, Nigeria",Independence Day: CAN Urges Electorates To Collect  PVCs to redeem Nigeria in 2023 https://t.co/VrsvPiQSjD,0,837,0
2022-10-02 15:40:37+00:00,1.5766E+18,https://twitter.com/KceeMick/status/1576598034061746176,KceeMick,Twitter for Android,"Cross River, Nigeria","@Plumboy88 @Nifty227 @enjin Happy independence Nigeria 🇳🇬 
0xCe950d8F928eA244B323BAEC0802b3735e9A29D4",1,42,0
2022-10-02 15:40:11+00:00,1.5766E+18,https://twitter.com/LegalDeskNgeria/status/1576597924448014337,LegalDeskNgeria,WordPress.com,,Judicial Independence 62 Years After Nigeria’s Independence https://t.co/3vbrKLz7qC,3,107,1
2022-10-02 15:40:06+00:00,1.5766E+18,https://twitter.com/technovilleHQ/status/1576597901123653632,technovilleHQ,Twitter Web App,"Bonny Island, Rivers State ","The Labours of our heroes' past shall never be in vain.

Happy Independence Day Nigeria.

#Technoville #9jaat62🇳🇬 #disrupt #tech4good https://t.co/5lhbqwv4rh",1,82,0
2022-10-02 15:39:41+00:00,1.5766E+18,https://twitter.com/KceeMick/status/1576597797914017794,KceeMick,Twitter for Android,"Cross River, Nigeria","@OfficialMehddy @Raz13Enj Thanks for the gift... Happy independence Nigeria 🇳🇬 
0xCe950d8F928eA244B323BAEC0802b3735e9A29D4",1,42,0
2022-10-02 15:38:07+00:00,1.5766E+18,https://twitter.com/MarukuMagan/status/1576597403989250048,MarukuMagan,Twitter for Android,,Happy 6 3 independence to Nigeria in advanced from #citymanu #mancityvsmanutd,0,17,0
2022-10-02 15:37:25+00:00,1.5766E+18,https://twitter.com/Jamiluyunusa3/status/1576597227770097665,Jamiluyunusa3,Twitter for Android,Somewhere In Nigeria,"Youth and young people are the machinery of development in any country. Happy Independence Day to Nigeria's Youth and Young people.

Be active and Productive. https://t.co/eSxpBiVKk1",0,123,0
